Rank,GPA,People,Top%
1,4.30,1,0.0%
2,4.29,7,0.3%
9,4.28,5,2.7%
14,4.27,1,4.3%
15,4.25,6,4.7%
21,4.24,14,6.7%
35,4.23,13,11.3%
48,4.22,8,15.7%
56,4.21,23,18.3%
79,4.20,36,26.0%
115,4.19,38,38.0%
153,4.18,17,50.7%
170,4.17,8,56.3%
178,4.16,21,59.0%
199,4.15,24,66.0%
223,4.14,41,74.0%
264,4.13,11,87.7%
275,4.12,7,91.3%
282,4.11,8,93.7%
290,4.10,9,96.3%
299,4.09,1,99.3%
300,4.08,1,99.7%
