Rank,GPA,People,Top%
1,4.30,3,0.0%
4,4.29,3,1.0%
7,4.28,5,2.0%
12,4.27,1,3.7%
13,4.25,2,4.0%
15,4.24,5,4.7%
20,4.23,2,6.3%
22,4.22,3,7.0%
25,4.21,15,8.0%
40,4.20,28,13.0%
68,4.19,23,22.3%
91,4.18,22,30.0%
113,4.17,6,37.3%
119,4.16,21,39.3%
140,4.15,40,46.3%
180,4.14,40,59.7%
220,4.13,16,73.0%
236,4.12,15,78.3%
251,4.11,19,83.3%
270,4.10,16,89.7%
286,4.09,5,95.0%
291,4.08,2,96.7%
293,4.07,1,97.3%
294,4.06,2,97.7%
296,4.05,3,98.3%
299,4.04,1,99.3%
300,4.02,1,99.7%
